Winner_Name, Winner_Items, HP_Remaining, Opponent_Name, Opponent_Items
Theron Redcliffe,Leather Boots,15,Giselle Hastings,Sword
Septimus Stanhope,Sword,3,Quintus Carlton,Leather Boots
Leocadia Stanhope,Sword,2,Galen Monroe,Shield
Isadora Ellis,Shield,10,Aurelie Clifford,Leather Boots
Carl Pembroke,Sword,16,Beatrice Stratford,Shield
Benedict Monroe,Shield,5,Severus Pembroke,Leather Boots
Lysandra Hawthorne,Shield,5,Cressida Farleigh,Sword
Percival Kingsley,Leather Boots,16,Cassius Hartley,Shield
Rowan Beaumont,Sword,3,Helena Warwick,Shield
Corbin Marlowe,Sword,7,Cordelia Ashbourne,Leather Boots
Evangeline Claybourne,Leather Boots,7,Lysander Whitaker,Sword
Octavian Manning,Shield,9,Lancelot Carlisle,Sword
Rowena Winthrop,Shield,18,Galen Marlowe,Sword
Cressida Hawthorne,Sword,9,Aurelia Langley,Shield
Elaine Ellis,Sword,6,Marcellus Whitfield,Leather Boots
First Name Arundel,Shield,18,Aveline Westcott,Sword
Corbin Gresham,Shield,1,Cornelius Arundel,Leather Boots
Rosamund Westcott,Leather Boots,7,Leander Harrow,Sword
Augustus Ashbourne,Sword,5,Rowena Fitzgerald,Shield
Evangeline Warwick,Leather Boots,16,Artemis Marlowe,Sword
Lysander Pembroke,Sword,12,Gawain Llewellyn,Shield
Augustus Westbury,Leather Boots,18,Guinevere Hastings,Shield
Felix Whitmore,Sword,15,Ariadne Meriwether,Leather Boots
Helena Hazelmere,Shield,1,Severus Clayton,Leather Boots
Quintus Hampton,Leather Boots,5,Elowen Withers,Sword
Aurelius Westbury,Sword,15,Rosalind Dunstable,Leather Boots
Briallen Sinclair,Sword,6,Seraphina Somerset,Leather Boots
Quintus Rutherford,Sword,1,Rosalind Chadwell,Shield
Althea Winslow,Sword,2,Isolde Bradbury,Shield
Rowena Davenport,Shield,17,Cyprian Drake,Sword
Cassius Carlisle,Sword,5,Guinevere Last Name,Shield
Julius Witherspoon,Sword,11,Beatrice Fitzwilliam,Shield
Septimus Wycliffe,Sword,7,Septimus Withers,Shield
Lucinda Kingsley,Sword,13,Octavius Wentworth,Shield
Carl Pembroke,Leather Boots,7,Guinevere Chatham,Shield
Beatrice Sanderson,Leather Boots,3,Rosalind Thornton,Sword
Aurelia Thornton,Sword,5,Leander Westcott,Leather Boots
Cyprian Farleigh,Sword,6,Leocadia Hartley,Leather Boots
Elaine Carlton,Shield,9,Ambrose Faraday,Leather Boots
Theron Whitfield,Shield,13,Rowan Sheffield,Leather Boots
Titania Fitzgerald,Sword,17,Quintus Pendragon,Leather Boots
Cyprian Hazelmere,Leather Boots,15,Theron Llewellyn,Sword
Eloise Wentworth,Shield,10,Briallen Monroe,Leather Boots
Marcus Fitzwilliam,Sword,10,Euphemia Wellford,Shield
Galen Wentworth,Shield,12,Lavinia Marston,Leather Boots
Lavinia Farleigh,Sword,5,Aurelius Marston,Leather Boots
Helena Bellingham,Leather Boots,12,Cornelius Hartley,Shield
Leander Holloway,Sword,10,Septimus Whitaker,Shield
Hadrian Chadwick,Shield,3,Octavian Kingsley,Leather Boots
Tiberius Carleton,Sword,9,Arabella Devereux,Leather Boots
Caius Blackwell,Leather Boots,14,Lucinda Meriwether,Shield
Rowena Meriwether,Sword,2,Octavius Chatham,Leather Boots
Lavinia Wellington,Sword,7,Cordelia Hampton,Shield
Cornelius Winthrop,Shield,2,Morgana Covington,Leather Boots
Tiberius Manning,Leather Boots,5,Cornelius Donovan,Sword
Lucinda Hollingsworth,Sword,6,First Name Stratford,Leather Boots
Ambrose Winchester,Leather Boots,3,Percival Blackburn,Shield
Tiberius Westbury,Sword,10,Cordelia Kingsley,Leather Boots
Septimus Huntington,Leather Boots,14,Augustus Mortimer,Shield
Cyprian Merrick,Leather Boots,12,Beatrice Winthrop,Sword
Cassia Whitmore,Sword,10,Percival Carlyle,Shield
Valerius Clifford,Shield,33,Leon Fitzgerald,Sword
Galen Stanhope,Sword,8,Lancelot Wellington,Leather Boots
Lucian Marlowe,Sword,8,Marcellus Dunstan,Leather Boots
Cyprian Whitmore,Shield,1,Ginevra Chatham,Leather Boots
Thaddeus Witherspoon,Sword,3,Rosalind Windsor,Leather Boots
Galen Redcliffe,Sword,15,Isadora Claybourne,Leather Boots
Percival Chatham,Leather Boots,6,Gaius Bellingham,Sword
Leon Bradford,Shield,19,Isadora Somerset,Leather Boots
Seraphina Withers,Shield,1,Hadrian Kingsley,Leather Boots
Lysandra Davenport,Leather Boots,12,Maximus Fairchild,Sword
Isadora Addington,Sword,3,Leander Blackburn,Shield
Giselle Marston,Sword,22,Carl Hartley,Leather Boots
Aurelian Bramblecroft,Shield,8,Octavius Hartley,Sword
Caius Arundel,Leather Boots,11,Gaius Chamberlain,Shield
Rowena Whitaker,Sword,27,Aurelian Beaumont,Shield
Rosamund Hazelmere,Sword,26,Quintus Sinclair,Shield
Septimus Carlyle,Leather Boots,6,Marcus Ashbourne,Shield
Eleanor Last Name,Sword,3,Evangeline Pembroke,Shield
Ambrose Faraday,Leather Boots,2,Eloise Llewellyn,Shield
Evangeline Langford,Shield,5,Rosalind Mortimer,Sword
Helena Arundel,Shield,4,Corbin Dunstable,Sword
Corin Huntington,Leather Boots,13,Percival Donovan,Sword
Marcus Arundel,Shield,10,Isolde Westbury,Sword
Remus Sheffield,Sword,6,Rosalind Bramblecroft,Shield
Galen Bannister,Leather Boots,13,Tiberius Rutherford,Sword
Corbin Last Name,Shield,11,Marcellus Redcliffe,Sword
Evangeline Stratford,Shield,4,Eleanor Holloway,Sword
Cassia Chaucer,Leather Boots,3,Aurelia Meriwether,Sword
Daphne Bradbury,Sword,14,Marcus Marlowe,Leather Boots
Corbin Hastings,Sword,8,Rosamund Standish,Leather Boots
Isadora Devereux,Sword,16,Cyprian Last Name,Shield
Evangeline Stanhope,Shield,5,Seraphina Westcott,Sword
Augustus Kingsley,Sword,5,Giselle Hampton,Shield
Julius Ellis,Leather Boots,20,Aurelia Clifford,Sword
Constantine Harrow,Leather Boots,6,Giselle Lancaster,Shield
Elowen Hartley,Leather Boots,20,First Name Bannister,Sword
Marcus Sheffield,Leather Boots,16,Titus Wellington,Sword
Isolde Fitzwilliam,Shield,1,Lysandra Westcott,Sword
Galen Chaucer,Leather Boots,1,Giselle Huntington,Shield
Althea Wellington,Sword,5,Aurelius Redcliffe,Leather Boots
Valerius Blackwell,Shield,21,Ginevra Harrington,Sword
Leocadia Bannister,Leather Boots,5,Lavinia Pendleton,Shield
Helena Langley,Leather Boots,24,Helena Donovan,Shield
Augustus Carlton,Leather Boots,8,Junia Chaucer,Shield
Lancelot Whitfield,Leather Boots,1,Lancelot Standish,Sword
Caius Faraday,Leather Boots,7,Isolde Pembroke,Sword
Cyprian Lancaster,Leather Boots,22,Maximus Wellington,Sword
Augustus Winslow,Shield,10,Eloise Rutherford,Leather Boots
Helena Fitzwilliam,Sword,26,Marcus Ellis,Shield
Aurelia Chadwell,Sword,10,Valentin Hartley,Leather Boots
Gawain Carlton,Sword,7,Marcellus Arundel,Leather Boots
Septimus Chaucer,Shield,18,Clementine Sheffield,Sword
Ginevra Beauchamp,Leather Boots,8,Seraphina Rutherford,Shield
Amara Langley,Shield,10,Hadrian Farleigh,Leather Boots
Eloise Covington,Leather Boots,3,Constantine Carlton,Sword
Octavius Chatham,Sword,25,Augustus Redcliffe,Shield
Cassian Donovan,Shield,13,Cyprian Barlow,Leather Boots
Clementine Whitmore,Sword,5,Quintus Chaucer,Leather Boots
Aurelia Montgomery,Leather Boots,19,Guinevere Stanhope,Shield
Caius Somerset,Leather Boots,16,Corin Whitfield,Sword
Caius Whitfield,Leather Boots,6,Aurelie Sheffield,Shield
Gwendolyn Devereux,Leather Boots,10,Giselle Covington,Shield
Aurelie Bradford,Leather Boots,8,Rowena Forrester,Shield
Helena Fairfax,Shield,13,Septimus Stanhope,Leather Boots
Maximus Chadwick,Shield,15,Artemis Withers,Leather Boots
Marcus Westcott,Leather Boots,13,Aveline Chatham,Shield
Cassia Pendleton,Shield,1,Seraphina Bradbury,Sword
Aveline Meriwether,Shield,12,Morgana Manning,Sword
Cordelia Hawthorne,Leather Boots,9,Ginevra Manning,Shield
Rowan Fairchild,Sword,3,Benedict Mortimer,Shield
Eloise Thornton,Sword,3,Titania Langdon,Leather Boots
Cordelia Chadwell,Shield,2,Morgana Fitzgerald,Leather Boots
Lysandra Westminster,Leather Boots,10,Briallen Harrow,Shield
Elara Fitzwilliam,Sword,14,Valerius Bannister,Shield
Octavius Fairchild,Leather Boots,3,Artemis Langdon,Shield
Cornelius Fairchild,Leather Boots,6,Arabella Wellford,Shield
Augustus Bradford,Sword,1,Valerius Windsor,Leather Boots
Guinevere Redmond,Sword,13,First Name Fitzwilliam,Leather Boots
Cornelius Blackwell,Shield,5,Cordelia Blackwell,Sword
Junia Warwick,Sword,5,Aurelian Manning,Shield
Aurelia Bramblecroft,Leather Boots,2,Corin Langley,Shield
Arabella Redcliffe,Sword,1,Valentin Westminster,Shield
Cassius Redmond,Leather Boots,5,Lucinda Blackwell,Sword
Perseus Drake,Shield,2,Lyra Sinclair,Sword
Aurelia Standish,Shield,5,Cordelia Montgomery,Leather Boots
Titania Carlyle,Leather Boots,11,Valerius Bradford,Sword
Leon Claybourne,Leather Boots,20,Elara Stanhope,Sword
Isolde Langley,Shield,5,Corin Chaucer,Sword
Ariadne Westminster,Sword,16,Hadrian Monroe,Shield
Seraphina Bradbury,Sword,15,Quintus Addington,Leather Boots
Elowen Wentworth,Shield,12,Lysandra Huntington,Sword
Perseus Stanhope,Leather Boots,11,Elowen Redcliffe,Shield
Isolde Donovan,Leather Boots,12,Clementine Winchester,Shield
Eleanor Windsor,Shield,22,Lysander Whitfield,Leather Boots
Isolde Clifford,Leather Boots,3,Lucius Bradbury,Sword
Valentin Gresham,Leather Boots,5,Perseus Pendragon,Shield
Clementine Harper,Sword,19,Cassius Wycliffe,Leather Boots
Cressida Standish,Shield,1,Isolde Winthrop,Leather Boots
Octavius Witherspoon,Shield,8,Quintus Langley,Sword
Cassia Langley,Shield,8,Hadrian Faraday,Sword
Augustus Arundel,Shield,15,Theron Marlowe,Sword
Titania Winslow,Leather Boots,15,First Name Montgomery,Sword
Augustus Beauchamp,Sword,3,Isolde Westbury,Leather Boots
Carl Blackwell,Shield,5,Cassius Forrester,Leather Boots
Remus Hawthorne,Shield,19,Constantine Ellis,Leather Boots
Aveline Faraday,Shield,23,Perseus Llewellyn,Leather Boots
Arabella Marston,Leather Boots,5,Evangeline Fitzgerald,Shield
Titus Chaucer,Shield,18,Severus Ellis,Sword
Cordelia Wycliffe,Sword,13,Ginevra Carleton,Leather Boots
Felix Winslow,Shield,6,Leander Withers,Sword
Severus Sanderson,Sword,3,First Name Channing,Leather Boots
Helena Bradford,Leather Boots,13,Lysander Westbury,Sword
Lavinia Ellis,Shield,8,Elara Lancaster,Leather Boots
Hadrian Wentworth,Leather Boots,14,Lucian Clifford,Sword
Lavinia Merrick,Leather Boots,3,Quintus Whitaker,Sword
Seraphina Clayton,Sword,9,Orlando Harper,Leather Boots
Caius Marston,Shield,13,Rowan Sheffield,Sword
Giselle Chamberlain,Sword,3,Cordelia Montgomery,Leather Boots
Augustus Clayton,Shield,19,Valentin Hollingsworth,Sword
Thaddeus Monroe,Shield,13,Morgana Thornton,Leather Boots
Aveline Whitmore,Leather Boots,8,Ginevra Blackburn,Sword
Orlando Chamberlain,Shield,13,Lucius Carlyle,Leather Boots
Lyra Whitmore,Shield,1,Cyprian Westbury,Sword
Lysandra Mortimer,Leather Boots,27,Lucinda Huntington,Sword
Tiberius Thornton,Leather Boots,26,Cyprian Sanderson,Shield
Briallen Blackwell,Sword,3,Seraphina Beaumont,Leather Boots
Marcellus Winthrop,Leather Boots,18,Leander Standish,Sword
Guinevere Donovan,Shield,5,Amara Winchester,Sword
Titus Devereux,Sword,3,Junia Dunstan,Leather Boots
Junia Holloway,Shield,11,Cassian Bradbury,Leather Boots
Elowen Chatham,Shield,12,Rosamund Redmond,Leather Boots
Valentin Pendleton,Leather Boots,6,Morgana Clifford,Shield
Titus Carleton,Shield,15,Aurelia Drake,Leather Boots
Titus Bradford,Sword,3,Artemis Monroe,Shield
Ginevra Redcliffe,Leather Boots,2,Gawain Langley,Sword
Lancelot Witherspoon,Sword,12,Corin Arundel,Shield
Rowan Claybourne,Sword,2,Amara Marlowe,Shield
Tiberius Witherspoon,Shield,6,Ariadne Holloway,Leather Boots
Aurelius Pendleton,Sword,25,Seraphina Harrow,Shield
Perseus Harrington,Leather Boots,27,Isolde Redmond,Shield
Cordelia Harrow,Leather Boots,5,Isadora Hampton,Shield
Tiberius Harrington,Leather Boots,14,Helena Dunstan,Shield
Thaddeus Langford,Shield,1,Aurelia Wellford,Sword
Benedict Hazelmere,Leather Boots,11,Rosalind Huntington,Shield
Morgana Cromwell,Leather Boots,15,Rosalind Hartley,Sword
Tiberius Pembroke,Sword,3,Rowena Ashbourne,Leather Boots
Amara Monroe,Shield,2,Galen Fairchild,Sword
Ginevra Blackwell,Sword,5,Giselle Pembroke,Shield
Caius Bellingham,Leather Boots,1,Severus Chatham,Shield
Severus Winchester,Sword,18,Maximus Bradbury,Leather Boots
Corbin Kingsley,Shield,5,Seraphina Chamberlain,Leather Boots
Euphemia Donovan,Sword,8,Severus Blackwell,Shield
Aurelie Addington,Sword,23,Leocadia Langford,Shield
Euphemia Westminster,Leather Boots,21,Remus Holloway,Sword
Benedict Clayton,Shield,14,Valerius Carlton,Sword
Marcus Stratford,Sword,9,Guinevere Faraday,Shield
Cyprian Pembroke,Leather Boots,1,Ariadne Fairchild,Shield
Constantine Hartley,Sword,19,Seraphina Winslow,Shield
Hadrian Hartley,Leather Boots,8,Marcus Barlow,Sword
Evangeline Farleigh,Shield,3,Theron Winslow,Sword
Quintus Bramblecroft,Leather Boots,1,Aurelius Faraday,Shield
Elaine Hastings,Sword,6,Constantine Claybourne,Shield
Leon Wellford,Sword,9,Cassius Marston,Shield
Julius Montgomery,Leather Boots,26,Artemis Donovan,Sword
Leander Carlton,Sword,13,Rowan Bradbury,Leather Boots
Caius Huntington,Shield,3,Clementine Westbury,Leather Boots
Cornelius Bellingham,Leather Boots,12,Seraphina Chatham,Sword
Elowen Dunstable,Leather Boots,16,Rowan Winthrop,Sword
Cassian Meriwether,Sword,11,Cyprian Gresham,Leather Boots
Rosamund Hampton,Leather Boots,21,Rowena Hastings,Shield
Marcus Langford,Leather Boots,3,Cassius Faraday,Sword
Gawain Last Name,Sword,3,Ariadne Westcott,Shield
Guinevere Drake,Leather Boots,1,Tiberius Harrow,Sword
Perseus Mortimer,Sword,7,Junia Sheffield,Shield
Caius Fitzgerald,Leather Boots,17,Guinevere Wycliffe,Shield
Guinevere Wentworth,Sword,8,Julius Carleton,Shield
Elara Wellington,Leather Boots,25,Quintus Somerset,Shield
Cassian Huntington,Shield,26,Cordelia Ellis,Sword
Septimus Montgomery,Sword,3,Elara Pendleton,Leather Boots
Carl Monroe,Shield,7,Leander Harper,Sword
Giselle Westcott,Leather Boots,2,Eleanor Whitfield,Shield
Daphne Davenport,Leather Boots,17,Quintus Devereux,Sword
Isadora Blackwell,Shield,12,Marcus Whitmore,Leather Boots
Amara Carlyle,Shield,15,Leocadia Farleigh,Sword
Cressida Fairchild,Leather Boots,1,Cedric Whitfield,Sword
Marcus Farleigh,Shield,7,Maximus Bramblecroft,Sword
Tiberius Langford,Leather Boots,1,Tiberius Monroe,Shield
Quintus Fitzwilliam,Shield,17,Beatrice Pendleton,Sword
Valentin Winslow,Sword,20,Orlando Channing,Leather Boots
Lyra Stratton,Leather Boots,8,Ginevra Claybourne,Shield
Julius Barlow,Leather Boots,7,Rosalind Merrick,Sword
Junia Redcliffe,Leather Boots,4,Morgana Arundel,Shield
Beatrice Dunstable,Leather Boots,5,Arabella Stratton,Sword
Helena Llewellyn,Leather Boots,9,Octavian Channing,Sword
Cassia Winslow,Leather Boots,6,Elaine Winthrop,Sword
Cordelia Stratford,Shield,7,Guinevere Donovan,Sword
Leander Cromwell,Shield,2,Marcellus Redmond,Leather Boots
Ginevra Arundel,Sword,15,Briallen Barlow,Shield
Rosalind Bramblecroft,Shield,19,Rosalind Fairchild,Sword
Elowen Whitmore,Shield,10,Gwendolyn Lancaster,Leather Boots
Rosamund Donovan,Shield,12,Lyra Pendleton,Leather Boots
Augustus Bannister,Leather Boots,12,Lucinda Westminster,Shield
Guinevere Whitfield,Leather Boots,6,Felix Blackwell,Shield
Hadrian Westminster,Leather Boots,8,Theron Pendleton,Shield
Helena Hampton,Sword,2,Giselle Thornton,Leather Boots
Giselle Claybourne,Shield,7,Octavian Langdon,Sword
Hadrian Hampton,Leather Boots,3,First Name Covington,Sword
Cedric Hawthorne,Sword,2,Helena Beauchamp,Leather Boots
Lancelot Bellingham,Shield,10,Severus Sinclair,Leather Boots
Orlando Holloway,Leather Boots,2,Caius Devereux,Sword
Marcus Redmond,Leather Boots,6,Marcus Withers,Sword
Guinevere Witherspoon,Shield,8,Isolde Blackburn,Leather Boots
Tiberius Thornton,Shield,14,Felix Hawthorne,Leather Boots
Guinevere Manning,Sword,7,Lysandra Wellford,Leather Boots
Isolde Whitfield,Sword,15,Aurelie Rutherford,Shield
Hadrian Ashbourne,Shield,17,Seraphina Carlton,Sword
Titus Chadwell,Sword,5,Cordelia Windsor,Leather Boots
Lucinda Cromwell,Shield,7,Titania Covington,Sword
Gwendolyn Monroe,Sword,13,Lucian Claybourne,Shield
Lyra Chamberlain,Shield,1,Marcellus Merrick,Leather Boots
Morgana Winchester,Leather Boots,18,Elaine Redcliffe,Shield
Titus Whitfield,Shield,6,Hadrian Blackburn,Sword
Gwendolyn Clayton,Shield,12,Evangeline Dunstable,Sword
Leon Lancaster,Shield,3,Evangeline Davenport,Leather Boots
Julius Chatham,Sword,26,Cyprian Withers,Leather Boots
Elaine Sheffield,Sword,16,Felix Redmond,Leather Boots
Leocadia Winthrop,Shield,10,Ariadne Kingsley,Leather Boots
Valerius Sinclair,Leather Boots,2,Artemis Sinclair,Shield
Valentin Merrick,Shield,8,Valerius Lancaster,Sword
Cordelia Chadwell,Shield,11,Thaddeus Monroe,Leather Boots
Perseus Mortimer,Shield,8,Seraphina Meriwether,Sword
Artemis Hartley,Shield,15,Amara Hastings,Leather Boots
Rowan Blackwood,Leather Boots,5,Marcellus Hawthorne,Sword
Tiberius Fitzwilliam,Leather Boots,12,Rowena Pendleton,Shield
Severus Langford,Shield,10,Althea Huntington,Sword
Marcellus Meriwether,Shield,9,Rowan Wellington,Leather Boots
Euphemia Stratford,Sword,10,Titus Wellington,Shield
Daphne Drake,Sword,8,Cyprian Fairchild,Shield
Galen Langford,Sword,14,Aveline Fairfax,Leather Boots
Hadrian Kingsley,Sword,4,Arabella Addington,Shield
Evangeline Lancaster,Leather Boots,7,Theron Claybourne,Shield
Julius Windsor,Shield,8,Lysander Hampton,Leather Boots
Arabella Fairchild,Shield,8,Ambrose Langdon,Sword
Cordelia Chamberlain,Shield,5,Rosalind Fitzgerald,Sword
Rosalind Stanhope,Shield,1,Marcus Sheffield,Sword
Rosamund Cromwell,Shield,6,Cornelius Ashbourne,Leather Boots
Rosamund Sinclair,Shield,5,Rowan Marston,Leather Boots
First Name Clifford,Shield,5,Aveline Carlton,Sword
Lucinda Sinclair,Leather Boots,16,Lucius Whitmore,Sword
Augustus Wellington,Sword,6,Corbin Claybourne,Shield
Cassius Wentworth,Sword,5,Arabella Beauchamp,Shield
Benedict Faraday,Sword,16,Constantine Whitaker,Shield
Marcus Carlyle,Shield,4,Julius Withers,Leather Boots
Julius Carlyle,Leather Boots,18,Tiberius Clifford,Sword
Arabella Holloway,Sword,8,Julius Thornton,Shield
Rosalind Wellford,Leather Boots,16,Arabella Dunstable,Sword
Titus Wellford,Shield,14,Remus Addington,Sword
Althea Stratton,Shield,3,Elowen Fairfax,Leather Boots
Lyra Sinclair,Leather Boots,1,Cassian Pendragon,Shield
Lancelot Mortimer,Shield,6,Helena Devereux,Sword
Isolde Fairchild,Leather Boots,9,Ambrose Lancaster,Shield
Quintus Westminster,Sword,4,Lavinia Mortimer,Shield
Guinevere Somerset,Leather Boots,15,Clementine Hollingsworth,Shield
Cordelia Dunstable,Shield,20,Althea Cromwell,Sword
Cyprian Marlowe,Shield,4,Cornelius Davenport,Sword
Octavian Bradford,Shield,7,Aurelian Pendragon,Leather Boots
Rowena Devereux,Shield,4,Valentin Clayton,Sword
Giselle Clayton,Sword,8,Perseus Chadwick,Shield
Quintus Holloway,Leather Boots,16,Lysandra Carlisle,Sword
Thaddeus Drake,Sword,10,Lucius Harrington,Shield
Theron Warwick,Sword,17,Cassius Sheffield,Shield
Amara Wycliffe,Shield,19,Elowen Fairfax,Sword
Cordelia Mortimer,Leather Boots,15,Cyprian Meriwether,Sword
Amara Chaucer,Leather Boots,11,Seraphina Carleton,Sword
Thaddeus Stanhope,Leather Boots,9,Evangeline Wellington,Shield
Junia Whitfield,Leather Boots,13,Marcellus Fitzwilliam,Sword
Aurelia Monroe,Shield,14,Valerius Donovan,Sword
Augustus Cromwell,Leather Boots,3,Lysandra Wellington,Sword
Gaius Cromwell,Sword,9,Theron Monroe,Shield
Lucian Claybourne,Leather Boots,10,Lysander Forrester,Sword
Cordelia Bramblecroft,Leather Boots,6,Benedict Devereux,Shield
Tiberius Drake,Leather Boots,1,Aurelia Carlyle,Sword
Eleanor Wellford,Sword,3,Guinevere Carlisle,Leather Boots
Quintus Ashbourne,Shield,3,Isolde Fitzwilliam,Sword
Daphne Wycliffe,Leather Boots,26,Seraphina Chadwick,Shield
Clementine Fairfax,Leather Boots,9,Cassius Carleton,Shield
Junia Carlisle,Leather Boots,6,Cornelius Hastings,Shield
Cordelia Bramblecroft,Shield,25,Seraphina Meriwether,Leather Boots
Cassia Clayton,Sword,6,Cassia Forrester,Shield
Elaine Sinclair,Leather Boots,17,Theron Carlyle,Sword
Benedict Blackburn,Sword,2,Perseus Stratton,Leather Boots
Artemis Carleton,Leather Boots,15,Valerius Stratford,Sword
Quintus Marlowe,Sword,2,Morgana Dunstable,Shield
Ambrose Cromwell,Leather Boots,2,Galen Channing,Shield
Cassia Blackburn,Leather Boots,5,Lavinia Carleton,Shield
Marcus Pendleton,Sword,11,Caius Hollingsworth,Shield
Elara Wellington,Sword,4,Remus Thornton,Shield
Aveline Arundel,Leather Boots,7,Eleanor Farleigh,Sword
Marcellus Davenport,Sword,1,Elowen Huntington,Leather Boots
Augustus Fairchild,Sword,8,Eloise Drake,Leather Boots
Caius Arundel,Leather Boots,19,Aveline Addington,Sword
Lancelot Bradbury,Leather Boots,8,Aurelian Dunstan,Shield
Augustus Gresham,Shield,1,Daphne Marston,Leather Boots
Leon Stratton,Shield,15,Aurelie Bradford,Leather Boots
Leander Drake,Sword,23,Cornelius Ellis,Leather Boots
Seraphina Faraday,Sword,5,Augustus Harrington,Leather Boots
Severus Rutherford,Leather Boots,9,Aurelia Pembroke,Shield
Lysandra Hollingsworth,Sword,23,Aurelius Carlton,Shield
Aurelia Hampton,Sword,9,Hadrian Faraday,Shield
Septimus Merrick,Leather Boots,2,Aurelius Westbury,Shield
Quintus Chaucer,Leather Boots,13,Cyprian Carlton,Shield
Gawain Hampton,Shield,14,Rowena Fairfax,Sword
Leocadia Winslow,Leather Boots,1,Benedict Witherspoon,Sword
Cyprian Manning,Sword,11,Gaius Llewellyn,Shield
